,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,POPR4,1017,000,000,0000,"0,00%",0,000,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
1,VSPT3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,21%",000,"5.139.110.000,00",000,"11,25%"
2,EQMA6B,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","20,37%",000,"3.230.000.000,00",000,"6,52%"
3,MRSA6B,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","6,75%",000,"4.306.220.000,00",000,"0,04%"
4,PMET3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
5,CLSC6,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","20,70%",000,"1.692.170.000,00",000,"6,88%"
6,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
7,ODER3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","25,92%",000,"242.636.000,00",000,"7,96%"
8,MNSA3,042,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
9,PORP4,240,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
10,VSPT4,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,21%",000,"5.139.110.000,00",000,"11,25%"
11,MRSA6B,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","6,75%",000,"4.306.220.000,00",000,"0,04%"
12,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
13,EQMA5B,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","20,37%",000,"3.230.000.000,00",000,"6,52%"
