,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,PMET3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
1,CLAN3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
2,MNSA4,047,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
3,CLSC6,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","20,15%",000,"1.407.120.000,00",000,"5,52%"
4,PORP4,240,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
5,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
6,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
7,IVTT3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
8,MNSA3,042,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
9,POPR4,1017,000,000,0000,"0,00%",0,000,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
10,CSTB3,15000,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
11,VNET3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","10,51%",000,"15.064.900.000,00",000,"-0,11%"
12,IDVL11,14000,"-1.062,50",3161,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,98%",000,"384.430.000,00",000,"0,00%"
