,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
29,BNCA3,7030,-9030,245,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,72%",000,"3.068.150.000,00",000,"2,41%"
30,GLOB4,3049,-8331,866,1597,"0,00%",1427,-2007,3432,-399,3970,2265,"4,65%","-1,92%",87,"5,60%","-10,40%",000,"5.627.000.000,00",158,"5,07%"
31,MAPT4,1497,-7999,-227,0000,"0,00%",17798,"-2.292,91",-9488,-201,-9488,-9488,"0,00%","0,00%",0,"-18,90%","2,84%",3564,"-6.059.000,00",000,"0,00%"
32,AGXY3,880,-7866,120,0159,"1,91%",192,806,375,-516,703,555,"4,23%","-0,19%",103,"10,67%","-1,52%","694.650,00","1.255.440.000,00",139,"119,01%"
33,AMIL3,3220,-7328,770,1129,"0,00%",2003,-1695,13658,-543,13861,5013,"0,83%","-1,53%",75,"2,22%","-10,51%",000,"1.532.980.000,00",124,"28,47%"
34,DASA3,2282,-7246,171,1078,"1,29%",511,828,1967,-119,3099,1175,"5,48%","-1,47%",129,"3,04%","-2,36%","4.139.830,00","7.471.900.000,00",133,"36,75%"
35,BRTP3,3571,-6726,245,1168,"0,00%",684,898,603,-240,755,755,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
36,IDVL11,14000,-6600,6056,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-91,76%",000,"237.683.000,00",000,"0,00%"
37,IGTA3,3313,-6098,178,5863,"0,00%",869,728,1241,-345,1609,1207,"47,26%","-9,17%",186,"8,90%","-2,92%",000,"3.287.450.000,00",096,"6,76%"
38,PDTC3,372,-5467,244,0844,"0,00%",617,180,1943,-3958,2203,1060,"4,35%","-1,54%",189,"4,83%","-4,46%","179.953,00","119.698.000,00",100,"281,08%"
39,PRGA4,7500,-5440,666,1589,"0,00%",1429,1363,6051,-446,7151,2313,"2,63%","-2,73%",130,"3,85%","-12,25%",000,"12.186.900.000,00",189,"12,81%"
40,PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
41,PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
42,IGTI11,2100,-4962,171,5553,"0,99%",802,651,1234,-317,1624,1204,"44,99%","-15,95%",180,"8,45%","-3,45%","49.254.500,00","3.240.760.000,00",103,"6,74%"
43,TOYB4,250,-4796,-543,5256,"0,00%",4405,-647,-904,-383,-915,-967,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
44,NTCO3,1500,-4699,086,0544,"0,88%",382,601,1384,-138,1968,707,"3,93%","-1,16%",130,"3,38%","-1,82%","188.915.000,00","24.231.100.000,00",054,"-7,83%"
45,IMBI3,501,-4642,281,"2.659,020","0,00%",518,-221,-9712,-037,-10472,-10745,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
46,ORVR3,3369,-4547,553,4770,"0,00%",1456,2333,2355,-287,2906,1662,"20,26%","-9,12%",140,"6,57%","-12,17%","12.461.300,00","435.390.000,00",135,"32,58%"
47,CLAN4,300,-4492,047,15151,"0,00%",406,-1550,-8256,-636,-9743,2268,"-18,35%","-33,73%",73,"-0,50%","-1,05%",000,"1.012.240.000,00",008,"-63,96%"
48,TOYB3,229,-4394,-497,4815,"0,00%",4035,-593,-828,-350,-839,-887,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
49,AALR3,2048,-4388,212,2183,"0,00%",941,-2606,3268,-257,4035,1567,"6,68%","-4,22%",83,"3,30%","-4,82%","5.942.800,00","1.145.370.000,00",071,"0,86%"
50,EBTP3,1021,-4356,117,0548,"0,00%",353,-50247,642,-073,846,285,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
51,IGTI3,262,-4333,149,4850,"1,13%",700,569,1078,-277,1468,1088,"44,99%","-15,95%",180,"8,45%","-3,45%","509.973,00","3.240.760.000,00",103,"6,74%"
52,RCSL3,342,-4302,-341,1732,"0,00%",2016,3806,88808,-176,88373,11066,"0,20%","-4,03%",113,"0,24%","7,92%","1.988.890,00","-38.059.000,00",-000,"421,88%"
53,EBTP4,1000,-4266,114,0537,"0,00%",346,-49213,629,-071,833,281,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
54,SCAR3,2870,-4138,109,5833,"0,50%",474,-36395,1230,-099,2568,1803,"47,43%","-14,88%",98,"3,96%","-2,63%","81.013,10","1.524.460.000,00",124,"-13,43%"
55,FBRA4,3458,-3957,166,0457,"0,00%",738,1894,740,-443,1062,1062,"6,18%","-1,15%",111,"11,94%","-4,20%",000,"213.406.000,00",077,"12,48%"
56,BRTP4,2081,-3919,143,0681,"0,00%",399,523,351,-140,503,503,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
57,DMMO3,170,-3894,-172,2939,"0,00%",2519,843,530,-134,483,431,"55,45%","-7,55%",204,"61,63%","4,42%","19.935.700,00","-503.962.000,00",-000,"-16,81%"
58,ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
59,IMBI4,350,-3243,196,"1.857,600","0,00%",362,-154,-6785,-026,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
60,PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
61,OMGE3,2757,-3203,159,3419,"0,00%",543,1086,1256,-106,2434,1309,"27,23%","-11,12%",172,"4,69%","-4,95%",000,"3.483.570.000,00",166,"38,73%"
62,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
63,RRRP3,3358,-3088,175,5590,"0,00%",1137,-10808,1502,-537,1414,1020,"37,22%","-20,90%",93,"8,41%","-5,68%","150.784.000,00","3.879.970.000,00",003,"0,00%"
64,ASTA4,2583,-3079,100,0652,"0,00%",446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
65,APTI4,"3.500,00",-3005,028,2042,"0,00%",131,041,-1154,-096,-879,-1338,"-17,69%","-8,71%",559,"-1,29%","-0,92%",000,"240.624.000,00",019,"-4,37%"
66,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
67,BKBR3,819,-2916,152,0682,"0,00%",569,1038,4119,-150,5016,608,"1,66%","-2,34%",129,"1,72%","-5,21%","15.072.400,00","1.485.250.000,00",071,"9,70%"
68,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
69,BAHI4,8600,-2740,1530,6540,"0,00%",3204,-1591,-10178,-446,-10787,-25789,"-6,43%","-25,03%",22,"-3,22%","-55,84%",000,"133.675.000,00",094,"74,82%"
70,KRSA3,290,-2688,180,1290,"0,00%",455,366,1079,-106,1993,1417,"11,95%","-4,01%",171,"4,88%","-6,70%","615.864,00","1.243.520.000,00",195,"0,00%"
71,KROT11,4000,-2558,085,2210,"0,00%",384,487,1646,-142,2538,1204,"13,43%","-9,10%",149,"2,79%","-3,32%",000,"12.615.400.000,00",076,"-6,51%"
72,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
73,KROT4,512,-2292,076,1980,"0,00%",344,436,1475,-128,2367,1123,"13,43%","-9,10%",149,"2,79%","-3,32%",000,"12.615.400.000,00",076,"-6,51%"
74,CEED4,4900,-2289,-121,0699,"0,00%",534,424,2838,-051,4477,1858,"2,46%","-3,05%",149,"2,39%","5,30%",34526,"-2.757.920.000,00",-102,"69,75%"
75,TAMM4,5273,-2274,380,0626,"0,00%",524,-3111,977,-096,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
76,TAMM3,5260,-2268,379,0625,"0,00%",523,-3104,974,-096,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
77,ESTR4,4950,-2078,-008,0214,"0,00%",147,-008,185,-007,568,522,"11,59%","-1,03%",23,"8,49%","0,39%",70714,"-490.583.000,00",-017,"7,08%"
78,BAHI5,6500,-2071,1156,4943,"0,00%",2422,-1203,-7693,-337,-8302,-19847,"-6,43%","-25,03%",22,"-3,22%","-55,84%",000,"133.675.000,00",094,"74,82%"
79,SMFT3,1540,-2050,219,3920,"0,00%",834,494,-7735,-265,-7953,1291,"-5,07%","-19,02%",227,"-1,48%","-10,66%","20.394.100,00","4.131.640.000,00",073,"19,11%"
80,ALLL3,397,-2008,050,0903,"0,00%",164,172,443,-035,1080,490,"20,37%","-4,56%",185,"4,35%","-2,49%",000,"14.745.900.000,00",114,"6,42%"
81,CRBM7,6000,-1930,218,0999,"0,00%",782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
82,WMBY3,2539,-1930,287,0836,"0,00%",182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
83,SEQL3,795,-1927,203,0630,"0,00%",562,1296,3136,-142,4699,932,"2,01%","-3,27%",115,"2,19%","-10,55%","20.695.300,00","548.359.000,00",125,"34,45%"
84,CEED3,4100,-1915,-101,0585,"0,00%",447,355,2375,-042,4013,1666,"2,46%","-3,05%",149,"2,39%","5,30%","2.466,50","-2.757.920.000,00",-102,"69,75%"
85,CASH3,153,-1902,168,4056,"0,00%",1000,275,-959,364,-397,-421,"-42,30%","-20,65%",220,"-25,96%","-8,81%","41.821.300,00","789.982.000,00",000,"86,14%"
86,TDBH4,066,-1863,128,0906,"0,00%",811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
87,TANC4,4300,-1854,310,0511,"0,00%",428,-2537,796,-078,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
88,MWET3,2215,-1778,-086,0171,"0,00%",191,-204,740,-023,1824,1103,"2,31%","-0,96%",81,"2,95%","4,86%",17664,"-52.711.000,00",-127,"15,05%"
89,HETA4,499,-1767,-000,0818,"0,00%",226,-003,088,-000,11355,11355,"92,58%","-4,63%",2,"25,64%","0,03%","6.482,14","-557.049.000,00",-058,"13,52%"
90,ALLL4,332,-1679,042,0755,"0,00%",137,144,371,-030,1007,457,"20,37%","-4,56%",185,"4,35%","-2,49%",000,"14.745.900.000,00",114,"6,42%"
91,ESTR3,4000,-1679,-007,0173,"0,00%",119,-006,149,-005,532,489,"11,59%","-1,03%",23,"8,49%","0,39%",000,"-490.583.000,00",-017,"7,08%"
92,ALLL11,1650,-1669,041,0751,"0,00%",136,143,369,-030,1005,456,"20,37%","-4,56%",185,"4,35%","-2,49%",000,"14.745.900.000,00",114,"6,42%"
93,CCIM3,552,-1644,094,0498,"0,00%",198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
94,AMAR3,303,-1628,097,0368,"0,00%",287,179,331,-128,803,427,"11,13%","-2,26%",150,"10,60%","-5,97%","10.202.100,00","1.069.350.000,00",162,"-1,88%"
95,TDBH3,056,-1581,108,0769,"0,00%",688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
96,GBIO33,1040,-1497,132,1518,"0,00%",791,757,1353,1758,1606,1606,"11,21%","-10,14%",131,"7,12%","-8,83%",000,"838.439.000,00",031,"-8,99%"
97,RCSL4,114,-1434,-114,0577,"0,00%",672,1269,29603,-059,29168,3652,"0,20%","-4,03%",113,"0,24%","7,92%","496.804,00","-38.059.000,00",-000,"421,88%"
98,LUPA3,433,-1360,101,1148,"0,00%",252,095,-1884,-089,-3745,-19268,"-6,09%","-8,44%",233,"-1,41%","-7,45%","2.080.830,00","124.942.000,00",109,"-5,74%"
99,SEER3,637,-1351,058,0526,"1,94%",249,644,379,-065,575,301,"13,89%","-3,89%",126,"6,93%","-4,33%","3.086.840,00","1.403.270.000,00",040,"4,87%"
100,LECO4,146,-1348,200,0637,"0,00%",924,-1684,-2969,-316,-3269,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",020,"3,58%"
101,IFCM3,709,-1343,169,2916,"0,00%",651,-1692,-3037,-227,-3585,9436,"-9,60%","-21,72%",90,"-2,86%","-12,58%","4.255.220,00","1.182.990.000,00",049,"0,00%"
102,SEDU3,2380,-1336,1500,3443,"0,00%",1531,5790,-2247,-267,-2868,-6964,"-15,33%","-25,73%",109,"-8,15%","-112,29%",000,"415.869.000,00",467,"10,87%"
103,TESA3,4800,-1330,162,1007,"0,00%",523,-1110,941,-135,1525,1009,"10,71%","-7,58%",86,"6,42%","-12,18%",000,"858.223.000,00",104,"15,48%"
104,VVAR11,1458,-1328,138,0255,"0,00%",228,-320,547,-064,1085,619,"4,65%","-1,92%",87,"5,60%","-10,40%",000,"5.627.000.000,00",158,"5,07%"
105,VVAR4,484,-1322,137,0253,"0,00%",227,-319,545,-063,1082,617,"4,65%","-1,92%",87,"5,60%","-10,40%",000,"5.627.000.000,00",158,"5,07%"
106,DTCY3,570,-1316,-2775,8554,"0,00%",5140,-1756,-2271,-626,-2248,5864,"-37,67%","-64,99%",55,"-27,83%","210,85%","1.445,17","-2.286.000,00",-065,"-19,11%"
107,OPCT3,236,-1297,062,0445,"0,00%",207,649,1281,-048,3892,3892,"3,47%","-12,39%",116,"1,88%","-4,77%","2.062.130,00","763.061.000,00",156,"66,51%"
108,IGUA3,815,-1252,-144,0568,"0,00%",564,-065,822,-060,1480,580,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
109,FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-046,"2,13%"
110,IGUA6,807,-1240,-143,0562,"0,00%",558,-064,814,-059,1472,577,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
111,COGN3,274,-1226,041,1060,"0,00%",184,234,789,-068,1681,798,"13,43%","-9,10%",149,"2,79%","-3,32%","69.460.400,00","12.615.400.000,00",076,"-6,51%"
112,IGUA5,798,-1226,-141,0556,"0,00%",552,-064,804,-059,1463,573,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
113,BRFS3,1654,-1200,147,0350,"0,00%",315,301,1334,-098,2434,787,"2,63%","-2,73%",130,"3,85%","-12,25%","154.895.000,00","12.186.900.000,00",189,"12,81%"
114,PRVI3,1054,-1174,161,0919,"0,00%",565,-25086,971,-148,987,639,"9,46%","-7,83%",99,"6,15%","-13,71%",000,"525.170.000,00",010,"16,19%"
115,AHEB6,3300,-1166,-423,1287,"0,00%",907,2639,21606,-099,19895,2823,"0,60%","-11,03%",113,"0,50%","36,27%",15714,"-66.639.000,00",-006,"40,58%"
116,CPNY3,235,-1100,042,0232,"0,00%",54,020,121,-013,421,421,"19,13%","-2,11%",226,"5,48%","-3,86%",000,"398.830.000,00",233,"20,10%"
117,AHEB3,3000,-1060,-385,1170,"0,00%",825,2399,19641,-090,17930,2544,"0,60%","-11,03%",113,"0,50%","36,27%",21069,"-66.639.000,00",-006,"40,58%"
118,HBSA3,267,-1022,150,1540,"0,00%",317,322,2239,-054,6728,1438,"6,88%","-15,07%",197,"1,60%","-14,68%","9.222.220,00","1.353.670.000,00",345,"22,70%"
119,VIIA3,364,-995,103,0191,"0,00%",170,-240,410,-048,947,540,"4,65%","-1,92%",87,"5,60%","-10,40%","160.998.000,00","5.627.000.000,00",158,"5,07%"
120,ECPR4,9074,-992,122,0000,"0,00%",624,17557,-8297,-129,-8260,-8272,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
121,ECPR3,9025,-987,121,0000,"0,00%",621,17462,-8252,-129,-8215,-8227,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
122,MSPA3,5001,-902,040,1861,"0,00%",225,777,-1333,-064,-1730,-87511,"-13,96%","-20,63%",157,"-1,76%","-4,40%",000,"807.430.000,00",018,"4,46%"
123,TERI3,6428,-883,029,0107,"0,00%",81,790,720,-026,3956,3956,"1,49%","-1,91%",103,"1,25%","-3,27%",000,"3.641.000.000,00",143,"7,94%"
124,SHOW3,310,-864,139,0818,"0,00%",371,387,1319,-314,690,500,"6,20%","-9,08%",118,"7,48%","-16,08%","758.767,00","150.432.000,00",075,"-44,61%"
125,MWET4,1064,-854,-042,0082,"0,00%",92,-098,356,-011,1439,870,"2,31%","-0,96%",81,"2,95%","4,86%","32.371,70","-52.711.000,00",-127,"15,05%"
126,CRDE3,2157,-814,054,8649,"0,00%",460,858,-646,37316,-496,-499,"-133,83%","-106,28%",158,"-8,20%","-6,62%","1.902,24","96.882.000,00",001,"-30,60%"
127,SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",000,"-10,37%"
128,CLSA3,575,-804,147,2271,"0,00%",1160,191,-666,209,-374,-431,"-34,07%","-28,24%",485,"-46,19%","-18,29%","3.918.250,00","734.833.000,00",011,"0,00%"
129,TCNO3,141,-800,-987,0000,"0,00%",39,-009,-338,-005,-1561,-1803,"0,00%","0,00%",28,"-1,59%","123,36%","13.841,80","-946.000,00",-3576,"-32,39%"
130,SZPQ4,664,-785,220,0855,"0,00%",744,262,-2031,-317,-2277,-2277,"-4,21%","-10,89%",297,"-3,77%","-28,00%",000,"684.467.000,00",030,"-11,71%"
131,TELB3,2006,-780,103,4424,"0,00%",339,115,-456,-113,-155,-825,"-96,95%","-56,71%",479,"-10,37%","-13,26%","47.494,80","1.316.250.000,00",014,"87,69%"
132,AHEB5,2200,-778,-282,0858,"0,00%",605,1759,14404,-066,12693,1801,"0,60%","-11,03%",113,"0,50%","36,27%",000,"-66.639.000,00",-006,"40,58%"
133,MEDI3,1155,-752,189,0374,"0,00%",824,-1002,-911,-331,-661,-661,"-4,11%","-4,98%",79,"-12,30%","-25,13%",000,"426.164.000,00",002,"13,02%"
134,GPIV33,381,-752,021,-1994,"0,00%",95,047,-094,224,108,108,"211,33%","227,49%",500,"-13,25%","-2,85%","126.713,00","1.407.580.000,00",007,"56,93%"
135,MSPA4,4135,-746,033,1539,"0,00%",186,643,-1102,-053,-1499,-75833,"-13,96%","-20,63%",157,"-1,76%","-4,40%",19691,"807.430.000,00",018,"4,46%"
136,BIOM3,908,-723,456,6217,"0,00%",1748,831,-882,-867,-1003,-1009,"-70,50%","-85,98%",203,"-27,15%","-63,03%","367.634,00","146.482.000,00",118,"411,07%"
137,ANIM3,555,-713,083,0648,"0,00%",214,691,353,-043,958,502,"18,36%","-7,73%",118,"6,98%","-11,69%","15.449.800,00","2.688.960.000,00",188,"31,87%"
138,BIOM4,868,-691,436,5943,"0,00%",1671,794,-843,-829,-964,-970,"-70,50%","-85,98%",203,"-27,15%","-63,03%",000,"146.482.000,00",118,"411,07%"
139,MEAL3,213,-666,058,0278,"0,00%",215,-1060,-5071,-051,-7592,929,"-0,55%","-4,18%",91,"-0,52%","-8,66%","3.281.920,00","1.058.590.000,00",061,"6,21%"
140,NINJ3,381,-636,069,3144,"0,00%",632,071,-348,072,167,168,"-90,43%","-49,44%",1255,"-623,87%","-10,81%","1.028.170,00","278.311.000,00",000,"0,00%"
141,TCNO4,106,-601,-742,0000,"0,00%",30,-007,-254,-004,-1478,-1706,"0,00%","0,00%",28,"-1,59%","123,36%","20.342,60","-946.000,00",-3576,"-32,39%"
142,NORD3,649,-553,-029,24263,"0,00%",2467,-093,-8232,-026,-15501,-15501,"-29,47%","-438,51%",3,"-3,07%","5,23%","1.830,81","-148.604.000,00",-026,"28,91%"
143,BUET3,2499,-546,-097,1961,"0,00%",572,-067,-1313,-039,-2260,-3632,"-14,93%","-35,93%",11,"-5,95%","17,79%",000,"-124.674.000,00",-070,"4,55%"
144,TLCP3,4800,-502,176,0824,"0,00%",533,-276,-2661,-133,-4386,-4386,"-3,10%","-16,40%",61,"-2,52%","-35,04%",000,"262.979.000,00",121,"9,09%"
145,ARTR3,1001,-496,106,1239,"0,00%",320,1249,35108,-055,91230,1451,"0,35%","-24,98%",129,"0,10%","-21,37%",000,"5.427.010.000,00",202,"5,63%"
146,LFFE4,389,-491,408,0000,"0,00%",3599,000,-2650,000,-2311,1090,"0,00%","0,00%",0,"0,00%","-83,10%",000,"51.892.000,00",000,"0,00%"
147,CGOS3,2620,-485,189,0509,"0,00%",167,-083,-25660,-025,-57029,-57029,"-0,20%","-10,48%",54,"-0,08%","-39,02%",000,"453.387.000,00",248,"8,97%"
148,CVCB3,783,-443,442,1961,"0,00%",456,-268,-1202,-152,-1321,9511,"-16,31%","-44,37%",78,"-5,20%","-99,70%","111.018.000,00","491.391.000,00",181,"-15,84%"
