,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,JFAB4,006,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","2,34%",000,"-10.183.000,00",0,"0,00%"
1,CLAN3,000,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","-6,27%",000,"50.045.000,00",0,"68,60%"
2,CSPC4,120,000,000,0000,"0,00%",0,000,000,000,000,"38,62%","18,85%",143,"29,18%","45,33%",000,"2.126.670.000,00",148,"41,15%"
3,MSAN3,644,000,000,0000,"0,00%",0,000,000,000,000,"6,27%","2,42%",118,"11,78%","11,81%",000,"2.533.030.000,00",39,"101,35%"
4,REPA4,108,000,000,0000,"0,00%",0,000,000,000,000,"5,18%","1,22%",199,"4,05%","1,91%",000,"378.378.000,00",42,"1,09%"
5,BSGR3,"1.091,28",000,000,0000,"0,00%",0,000,000,000,000,"0,00%","-0,00%",0,"0,00%","-50,00%",000,"6.000,00",0,"0,31%"
6,ARPS4,000,000,000,0000,"0,00%",0,000,000,000,000,"-4,92%","-11,59%",91,"-6,64%","20,34%",000,"-12.690.000,00",-124,"-17,53%"
7,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",14,"31,91%"
8,ECIS3,21165,000,000,0000,"0,00%",0,000,000,000,000,"34,90%","14,18%",138,"12,48%","7,33%",000,"129.346.000,00",38,"4,66%"
9,SALM3,570,000,000,0000,"0,00%",0,000,000,000,000,"10,22%","4,13%",131,"25,78%","19,53%",000,"475.600.000,00",80,"24,53%"
10,MSAN4,644,000,000,0000,"0,00%",0,000,000,000,000,"6,27%","2,42%",118,"11,78%","11,81%",000,"2.533.030.000,00",39,"101,35%"
11,GALO3,000,000,000,0000,"0,00%",0,000,000,000,000,"13,98%","-184,58%",0,"39,37%","7,62%",000,"-60.607.000,00",0,"-28,97%"
12,TNEP3,301,000,000,0000,"0,00%",0,000,000,000,000,"20,92%","25,42%",239,"20,53%","22,80%",000,"955.105.000,00",6,"8,15%"
13,CMMA4,081,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,92%",000,"-79.623.000,00",0,"0,00%"
14,BERG3,3300,000,000,0000,"0,00%",0,000,000,000,000,"-8,60%","-32,60%",46,"-5,58%","-102,71%",000,"9.538.000,00",286,"-8,00%"
15,ECIS4,14500,000,000,0000,"0,00%",0,000,000,000,000,"34,90%","14,18%",138,"12,48%","7,33%",000,"129.346.000,00",38,"4,66%"
16,PTIP3,2200,000,000,0000,"0,00%",0,000,000,000,000,"13,73%","7,55%",70,"23,13%","-121,74%",000,"-155.957.000,00",-902,"62,11%"
