,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,MNSA3,042,000,000,0000,"0,00%",0,000,000,0,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
1,CSTB4,14769,000,000,0000,"0,00%",0,000,000,0,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
2,VNET3,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","101,25%",000,"2.286.110.000,00",000,"15,88%"
3,POPR4,1017,000,000,0000,"0,00%",0,000,000,0,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
4,MNSA4,047,000,000,0000,"0,00%",0,000,000,0,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
5,PMET3,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","5,07%",000,"-278.935.000,00",000,"19,82%"
6,CLAN3,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","-2,02%",000,"979.640.000,00",000,"-51,59%"
7,IVTT3,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","-0,83%",000,"761.953.000,00",000,"145,57%"
8,NAFG3,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","2,25%",000,"305.862.000,00",000,"16,16%"
9,CSTB3,15000,000,000,0000,"0,00%",0,000,000,0,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
10,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,0,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
11,DAGB11,25590,000,000,0000,"0,00%",0,000,000,0,000,"9,71%","4,99%",175,"10,06%","9,15%","5.297.120,00","2.767.090.000,00",112,"14,64%"
12,CLSC6,000,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","-13,59%",000,"1.900.780.000,00",000,"6,68%"
13,PORP4,240,000,000,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
14,RHDS4,100,-87743,4849,4206,"0,00%",4760,-24050,13407,-1197,14111,"3,14%","-0,50%",96,"4,11%","-5,53%",000,"165.493.000,00",322,"8,31%"
15,RCSL4,005,-79151,-32833,900718,"0,00%",126523,-43598,"-108.011,00",-12349,"-108.049,00","-0,83%","-113,86%",55,"-0,13%","41,48%","12.983,40","-35.529,00",-023,"-80,78%"
16,PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
17,RNEW11,3300,-42053,255,21882,"0,00%",945,846,10141,-249,13730,"21,58%","-5,20%",181,"1,31%","-0,61%","138.505,00","991.397.000,00",152,"89,32%"
18,ROMI4,18500,-34928,2089,21496,"0,00%",8222,3509,-22975,-12178,-24235,"-9,36%","-6,05%",177,"-3,88%","-5,98%",000,"635.527.000,00",128,"0,44%"
19,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
20,BAHI4,8600,-25180,1017,0000,"0,00%",8231,000,-14309,0,-12828,"0,00%","0,00%",0,"0,00%","-4,04%",000,"50.715.000,00",000,"0,00%"
21,MGLU3,908,-25106,275,0221,"0,16%",299,366,372,-173,512,"5,94%","-0,09%",113,"12,18%","-1,09%","7.156.090,00","615.992.000,00",201,"26,26%"
22,FHER3,1220,-23980,126,0111,"0,00%",193,-209,351,-162,803,"3,17%","-0,05%",89,"10,35%","-0,52%","992.766,00","471.146.000,00",261,"12,84%"
23,ABYA3,491,-21480,176,2055,"0,00%",527,198,1996,-275,3367,"10,29%","-0,96%",209,"2,78%","-0,82%",000,"292.060.000,00",131,"16,41%"
24,BAHI5,6500,-19031,769,0000,"0,00%",6221,000,-10815,0,-9334,"0,00%","0,00%",0,"0,00%","-4,04%",000,"50.715.000,00",000,"0,00%"
25,BHGR3,2086,-14034,118,3744,"0,00%",784,-1173,2935,-323,3824,"12,76%","-3,15%",56,"2,83%","-0,84%","451.389,00","755.466.000,00",041,"145,57%"
26,BAHI11,4370,-12795,517,0000,"0,00%",4182,000,-7271,0,-5790,"0,00%","0,00%",0,"0,00%","-4,04%",000,"50.715.000,00",000,"0,00%"
27,LCSA3,1250,-12023,-8122,28405,"0,00%",44638,-7205,-18018,-3441,-18095,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
28,SHOW3,860,-10466,175,0865,"2,38%",968,397,-9101,916,-8298,"-0,95%","-0,57%",184,"-1,66%","-1,67%","1.796.150,00","343.600.000,00",032,"13,84%"
29,BNCA3,7030,-9030,245,0000,"0,00%",0,000,000,0,000,"0,00%","0,00%",0,"0,00%","-2,72%",000,"3.068.150.000,00",000,"2,41%"
30,RHDS3,009,-7897,436,0379,"0,00%",428,-2164,1207,-108,1910,"3,14%","-0,50%",96,"4,11%","-5,53%","16.614,70","165.493.000,00",322,"8,31%"
31,AMIL3,3163,-7198,757,1109,"0,43%",1968,-1665,13416,-533,13619,"0,83%","-1,53%",75,"2,22%","-10,51%","17.290.900,00","1.532.980.000,00",124,"28,47%"
32,BRTP3,3571,-6726,245,1168,"0,00%",684,898,603,-240,755,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
