,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,NAFG3,000,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","0,00%",000,000,0,"6,51%"
1,PORP4,240,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",0,"13,66%"
2,PMET5,000,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","7,10%",000,"-260.840.000,00",0,"-21,20%"
3,CSTB3,15000,000,000,0000,"0,00%",0,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",14,"31,91%"
4,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",6,"8,14%"
5,POPR4,1017,000,000,0000,"0,00%",0,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",82,"30,93%"
6,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",14,"31,91%"
7,MNSA3,042,000,000,0000,"0,00%",0,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
8,CLAN3,000,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,01%",000,"808.716.000,00",0,"45,85%"
9,PMET3,000,000,000,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","7,10%",000,"-260.840.000,00",0,"-21,20%"
10,MNSA4,047,000,000,0000,"0,00%",0,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
11,RCTB33,5700,"-2.821,30","-5.843,23",0000,"0,00%",144992,000,"-5.712,44",000,"-5.687,07","0,00%","0,00%",0,"0,00%","207,11%",000,"-10.701.000,00",0,"0,00%"
12,RCTB31,4100,"-2.029,35","-4.203,02",0000,"0,00%",104292,000,"-4.108,95",000,"-4.083,58","0,00%","0,00%",0,"0,00%","207,11%",000,"-10.701.000,00",0,"0,00%"
13,RCTB41,3351,"-1.658,63","-3.435,20",0000,"0,00%",85240,000,"-3.358,31",000,"-3.332,94","0,00%","0,00%",0,"0,00%","207,11%",000,"-10.701.000,00",0,"0,00%"
14,LLXL3,875,"-1.652,56",559,392025,"0,00%",3865,1984,-5737,3128,-5472,"-683,31%","-226,63%",201,"-10,19%","-0,34%","33.850.200,00","1.084.420.000,00",20,"8,76%"
15,RCTB42,2000,-98993,"-2.050,26",0000,"0,00%",50874,000,"-2.004,37",000,"-1.978,99","0,00%","0,00%",0,"0,00%","207,11%",000,"-10.701.000,00",0,"0,00%"
16,TPIS3,640,-84332,127,2577,"0,00%",494,-478,1570,-089,2951,"16,41%","-0,32%",27,"3,23%","-0,15%","445.604,00","736.745.000,00",113,"8,89%"
17,PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",1,"10,26%"
18,RHDS4,100,-43557,4327,5994,"0,00%",5329,39937,24172,-1120,25873,"2,48%","-1,93%",104,"2,65%","-9,93%",000,"185.472.000,00",317,"7,80%"
19,SGEN3,450,-42285,105,67935,"0,00%",716,140,12707,210,13037,"53,46%","-16,07%",484,"0,58%","-0,25%",000,"104.353.000,00",3,"-64,71%"
20,SLCE3,1775,-38768,218,2887,"0,61%",1118,477,2532,-7861,2874,"11,40%","-0,74%",199,"5,18%","-0,56%","3.834.570,00","807.039.000,00",51,"78,13%"
21,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%","5.654,50","-377.568.000,00",-35,"6.354,07%"
22,LEVE3,5000,-19034,280,0987,"0,00%",1059,382,1098,-1613,1305,"8,99%","-0,74%",202,"11,83%","-1,47%",000,"542.885.000,00",92,"2,70%"
23,SGEN4,176,-16538,041,26570,"0,00%",280,055,4970,082,5300,"53,46%","-16,07%",484,"0,58%","-0,25%","15.833,10","104.353.000,00",3,"-64,71%"
24,CSAB4,3550,-13694,153,0000,"7,75%",603,000,1592,000,1749,"0,00%","0,00%",0,"0,00%","-1,11%","5.848,78","178.760.000,00",0,"11,75%"
25,CSAB3,3500,-13501,150,0000,"7,14%",595,000,1570,000,1726,"0,00%","0,00%",0,"0,00%","-1,11%","14.475,00","178.760.000,00",0,"11,75%"
26,MAPT3,539,-13173,-755,0000,"0,00%",63255,000,-20134,000,-20134,"0,00%","0,00%",0,"0,00%","5,73%",000,"-6.564.000,00",0,"0,00%"
27,TELB4,259,-12820,-26551,0000,"0,00%",6588,000,-25957,000,-23419,"0,00%","0,00%",0,"0,00%","207,11%","41.892.400,00","-10.701.000,00",0,"0,00%"
28,TELB3,255,-12622,-26141,0000,"0,00%",6486,000,-25556,000,-23019,"0,00%","0,00%",0,"0,00%","207,11%","2.000.120,00","-10.701.000,00",0,"0,00%"
29,LCSA3,1303,-12533,-8466,29609,"0,00%",46531,-7511,-18782,-3587,-18858,"-15,77%","-23,63%",29,"-28,74%","67,55%","232.097,00","-377.568.000,00",-35,"6.354,07%"
30,SMTO3,1767,-11426,123,2527,"0,92%",583,3474,-6921,-186,-10325,"-3,65%","-2,11%",109,"-0,90%","-1,08%","3.926.410,00","1.624.360.000,00",68,"0,00%"
31,RHDS3,025,-10889,1082,1498,"0,00%",1332,9984,6043,-280,7744,"2,48%","-1,93%",104,"2,65%","-9,93%","649.245,00","185.472.000,00",317,"7,80%"
32,IDNT3,487,-10820,278,0568,"0,00%",1315,765,1781,832,2028,"3,19%","-0,72%",133,"11,28%","-2,57%","1.803.290,00","175.445.000,00",48,"62,62%"
33,KEPL3,056,-10468,437,3055,"0,00%",1760,672,5053,-1074,5638,"6,05%","-2,92%",253,"4,61%","-4,17%","23.171.300,00","167.192.000,00",97,"-6,24%"
34,BRTP3,5350,-10076,367,1750,"0,00%",1025,1346,903,-360,1055,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",91,"3,66%"
35,HAGA3,326,-9947,-035,1363,"0,00%",1332,-229,1016,-017,2580,"13,42%","-1,37%",55,"20,82%","0,35%","7.853,10","-111.204.000,00",-62,"15,98%"
36,HAGA4,315,-9611,-034,1317,"0,00%",1287,-221,982,-016,2546,"13,42%","-1,37%",55,"20,82%","0,35%","505.359,00","-111.204.000,00",-62,"15,98%"
37,LEVE4,2490,-9479,140,0491,"4,51%",527,190,547,-803,754,"8,99%","-0,74%",202,"11,83%","-1,47%","80.012,10","542.885.000,00",92,"2,70%"
38,BNCA3,6820,-8761,238,0000,"0,94%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,72%","265.846,00","3.068.150.000,00",0,"2,41%"
39,PTBL4,259,-8248,2370,1017,"0,00%",904,-502,1047,-145,1312,"9,71%","-1,23%",65,"10,35%","-28,74%",000,"17.376.000,00",624,"-2,48%"
40,MPXE3,2450,-8210,177,58143,"1,45%",929,1770,-4098,-1709,-3640,"-141,90%","-77,93%",115,"-3,67%","-2,15%","11.899.000,00","1.897.390.000,00",52,"0,00%"
41,TRIS3,718,-8143,121,1224,"0,00%",558,116,3309,333,4868,"3,70%","-1,50%",314,"1,97%","-1,49%","366.669,00","450.510.000,00",83,"0,00%"
42,JBSS3,960,-7693,460,0623,"0,06%",1578,1252,3021,-761,3532,"2,06%","-0,82%",139,"6,91%","-5,98%","30.700.700,00","4.942.720.000,00",119,"33,10%"
43,INET3,063,-7306,-277,0000,"0,00%",159729,000,-17100,000,-17100,"0,00%","0,00%",0,"0,00%","3,79%","1.004.600,00","-20.155.000,00",0,"0,00%"
44,SASG3,098,-6485,146,84676,"0,00%",232,289,228,-103,433,"3.720,21%","-130,57%",118,"10,22%","-2,25%",000,"1.373.510.000,00",133,"-80,72%"
45,FIBR3,3525,-6291,187,3177,"0,00%",574,1059,4532,-137,7186,"7,01%","6,66%",130,"1,40%","-2,96%","52.065.400,00","8.843.120.000,00",136,"5,87%"
46,TANC4,4300,-5947,374,0630,"0,00%",508,-1714,1012,-081,1059,"6,22%","-1,04%",89,"5,71%","-6,29%",000,"1.731.180.000,00",88,"17,80%"
47,MWET3,2890,-5786,-1325,0948,"0,00%",1055,1038,2677,-145,3312,"3,54%","-1,64%",141,"4,63%","22,90%","16.512,00","-11.224.000,00",-411,"0,48%"
48,PTBL3,170,-5414,1556,0667,"0,00%",594,-330,688,-095,952,"9,71%","-1,23%",65,"10,35%","-28,74%","239.384,00","17.376.000,00",624,"-2,48%"
49,PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",31,"4,36%"
50,PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",31,"4,36%"
51,LUPA3,2909,-5179,625,2156,"0,00%",946,385,1445,-225,2426,"14,92%","-4,16%",235,"7,44%","-12,06%","7.110.900,00","221.969.000,00",489,"52,55%"
52,MTIG3,100,-4906,764,4026,"0,00%",4350,1431,-3791,523,-3988,"-10,62%","-8,20%",201,"-13,84%","-15,58%","2.651,33","37.950.000,00",45,"-7,24%"
53,TAMM4,3535,-4889,307,0518,"0,47%",417,-1409,832,-066,879,"6,22%","-1,04%",89,"5,71%","-6,29%","39.495.900,00","1.731.180.000,00",88,"17,80%"
