,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,POPR4,1017,000,000,0,"0,00%",0000,0,000,0,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",82,"30,93%"
1,CSTB4,14769,000,000,0,"0,00%",0000,0,000,0,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",14,"31,91%"
2,MNSA3,042,000,000,0,"0,00%",0000,0,000,0,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
3,CLAN3,000,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","3,09%",000,"819.634.000,00",0,"45,26%"
4,PMET3,000,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","6,10%",000,"-263.968.000,00",0,"-27,85%"
5,MNSA4,047,000,000,0,"0,00%",0000,0,000,0,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
6,VNET3,000,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","178,26%",000,"860.429.000,00",0,"19,43%"
7,NAFG3,000,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","7,56%",000,"200.183.000,00",0,"7,63%"
8,PORP4,240,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",0,"13,66%"
9,PMET5,000,000,000,0,"0,00%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","6,10%",000,"-263.968.000,00",0,"-27,85%"
10,CFLU4,"1.000,00",000,000,0,"0,00%",0000,0,000,0,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",6,"8,14%"
11,CSTB3,15000,000,000,0,"0,00%",0000,0,000,0,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",14,"31,91%"
12,RHDS4,100,"-3.441,24",4139,6410,"0,00%",5473,29072,-73549,-1213,-78198,"-0,87%","-0,39%",105,"-0,94%","-1,20%",000,"193.897.000,00",308,"8,29%"
13,RCTB33,5700,"-3.036,83","-3.841,05",0,"0,00%",144382,0,"-9.747,21",0,"-9.703,78","0,00%","0,00%",0,"0,00%","126,48%",000,"-16.279.000,00",0,"0,00%"
14,RCTB31,4100,"-2.184,39","-2.762,86",0,"0,00%",103853,0,"-7.011,15",0,"-6.967,72","0,00%","0,00%",0,"0,00%","126,48%",000,"-16.279.000,00",0,"0,00%"
15,RCTB41,3351,"-1.785,34","-2.258,13",0,"0,00%",84881,0,"-5.730,34",0,"-5.686,90","0,00%","0,00%",0,"0,00%","126,48%",000,"-16.279.000,00",0,"0,00%"
16,RCTB42,2000,"-1.065,56","-1.347,74",0,"0,00%",50660,0,"-3.420,08",0,"-3.376,64","0,00%","0,00%",0,"0,00%","126,48%",000,"-16.279.000,00",0,"0,00%"
17,SGEN3,899,-84477,209,135720,"0,00%",1430,279,25387,419,25717,"53,46%","-16,07%",484,"0,58%","-0,25%","2.697,00","104.353.000,00",3,"-64,71%"
18,RHDS3,019,-65384,786,1218,"0,00%",1040,5524,-13974,-230,-18624,"-0,87%","-0,39%",105,"-0,94%","-1,20%","981.905,00","193.897.000,00",308,"8,29%"
19,PLDN4,48600,-55307,108,919,"0,00%",0611,107,-7556,310,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",1,"10,26%"
20,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-35,"6.354,07%"
21,OSXB3,70000,-23528,27661,0,"0,00%",11733,0,-73993,0,-79836,"0,00%","0,00%",0,"0,00%","-117,57%","72.935.500,00","28.374.000,00",0,"0,00%"
22,KEPL3,053,-23040,406,3224,"0,00%",1663,632,-16639,-1336,-18854,"-1,94%","-1,40%",230,"-1,29%","-1,76%","19.838.400,00","170.854.000,00",99,"-3,44%"
23,LEVE3,5000,-19034,280,987,"2,04%",1059,382,1098,-1613,1305,"8,99%","-0,74%",202,"11,83%","-1,47%",000,"542.885.000,00",92,"2,70%"
24,SGEN4,198,-18606,046,29892,"0,00%",0315,61,5591,92,5921,"53,46%","-16,07%",484,"0,58%","-0,25%","124.605,00","104.353.000,00",3,"-64,71%"
25,CSAB4,3500,-12992,154,0,"7,86%",0602,0,2525,0,2876,"0,00%","0,00%",0,"0,00%","-1,19%","21.291,90","174.542.000,00",0,"0,00%"
26,CSAB3,3500,-12992,154,0,"7,14%",0602,0,2525,0,2876,"0,00%","0,00%",0,"0,00%","-1,19%","29.528,60","174.542.000,00",0,"0,00%"
27,MAGG3,1432,-12444,166,1917,"0,00%",0744,498,1721,-299,2391,"11,14%","-1,46%",198,"4,82%","-1,34%","12.498.300,00","2.219.690.000,00",80,"150,92%"
28,LLXL3,850,-12080,592,426362,"0,00%",3882,5986,-8002,7137,-7653,"-532,83%","-412,69%",123,"-7,33%","-4,90%","25.706.600,00","995.128.000,00",23,"221,47%"
29,LCSA3,1250,-12023,-8122,28405,"0,00%",44638,-7205,-18018,-3441,-18095,"-15,77%","-23,63%",29,"-28,74%","67,55%","49.676,90","-377.568.000,00",-35,"6.354,07%"
30,LOGN3,814,-11315,127,1751,"2,84%",0807,419,-6812,-786,-7624,"-2,57%","-1,64%",385,"-1,38%","-1,12%","419.636,00","589.310.000,00",34,"14,42%"
31,HAGA4,352,-10740,-038,1472,"0,00%",1438,-247,1097,-18,2661,"13,42%","-1,37%",55,"20,82%","0,35%","1.252.580,00","-111.204.000,00",-62,"15,98%"
32,HAGA3,350,-10679,-037,1464,"0,00%",1430,-246,1091,-18,2655,"13,42%","-1,37%",55,"20,82%","0,35%","21.132,00","-111.204.000,00",-62,"15,98%"
33,SMTO3,1605,-10379,112,2295,"1,01%",0529,3156,-6287,-169,-9690,"-3,65%","-2,11%",109,"-0,90%","-1,08%","2.790.620,00","1.624.360.000,00",68,"0,00%"
34,LEVE4,2670,-10164,150,527,"4,20%",0565,204,586,-861,793,"8,99%","-0,74%",202,"11,83%","-1,47%","201.111,00","542.885.000,00",92,"2,70%"
35,BRTP3,5350,-10076,367,1750,"0,00%",1025,1346,903,-360,1055,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",91,"3,66%"
36,BNCA3,6800,-8735,237,0,"0,76%",0000,0,000,0,000,"0,00%","0,00%",0,"0,00%","-2,72%","116.771,00","3.068.150.000,00",0,"2,41%"
37,INET3,075,-8698,-329,0,"0,00%",190154,0,-20357,0,-20357,"0,00%","0,00%",0,"0,00%","3,79%","7.884.060,00","-20.155.000,00",0,"0,00%"
38,IDNT3,377,-8432,217,443,"0,00%",1025,597,1388,648,1635,"3,19%","-0,72%",133,"11,28%","-2,57%","1.616.960,00","175.445.000,00",48,"62,62%"
39,FFTL3,2500,-7501,596,4292,"0,00%",3990,2702,-3390,6768,-3371,"-12,66%","-5,72%",161,"-15,04%","-7,95%",000,"1.771.660.000,00",10,"9,41%"
40,TELB4,136,-7246,-9165,0,"0,00%",3445,0,-23257,0,-18913,"0,00%","0,00%",0,"0,00%","126,48%","113.714.000,00","-16.279.000,00",0,"0,00%"
41,MTIG3,074,-7041,550,2944,"0,00%",3103,1051,-2697,375,-2895,"-10,92%","-4,18%",188,"-14,11%","-7,81%","14.340,30","39.042.000,00",46,"-6,22%"
42,TELB3,128,-6820,-8626,0,"0,00%",3242,0,-21889,0,-17545,"0,00%","0,00%",0,"0,00%","126,48%","5.000.710,00","-16.279.000,00",0,"0,00%"
43,SASG3,098,-6485,146,84676,"0,00%",0232,289,228,-103,433,"3.720,21%","-130,57%",118,"10,22%","-2,25%",000,"1.373.510.000,00",133,"-80,72%"
44,DTCY3,169,-5831,-4060,5706,"0,00%",7428,-1395,-27871,-311,-28749,"-2,05%","-9,79%",27,"-2,96%","69,64%","431.893,00","-2.121.000,00",-135,"2,28%"
45,FFTL4,1771,-5313,422,3040,"0,00%",2827,1914,-2401,4795,-2382,"-12,66%","-5,72%",161,"-15,04%","-7,95%","10.715.200,00","1.771.660.000,00",10,"9,41%"
46,MTIG4,055,-5233,409,2188,"0,00%",2306,781,-2004,279,-2202,"-10,92%","-4,18%",188,"-14,11%","-7,81%","3.197.240,00","39.042.000,00",46,"-6,22%"
47,PEFX5,1900,-5204,168,477,"0,00%",0597,2034,575,-318,659,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",31,"4,36%"
48,PEFX3,1900,-5204,168,477,"0,00%",0597,2034,575,-318,659,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",31,"4,36%"
49,EMAE4,985,-4836,044,2263,"0,00%",0317,-10318,-411,81,-404,"-55,09%","-4,68%",96,"-7,77%","-0,92%","114.798,00","821.467.000,00",0,"4,71%"
50,BAUH4,386,-4430,305,351,"0,00%",0788,-1324,17997,-182,18638,"0,19%","-0,79%",88,"0,57%","-6,88%","3.951,81","6.613.000,00",11,"14,19%"
51,JFEN3,890,-4414,520,6564,"0,00%",1727,1080,-5840,1750,-6680,"-11,24%","-15,22%",158,"-3,09%","-11,78%","492.431,00","171.179.000,00",84,"19,53%"
52,FBRA4,3458,-3957,166,457,"0,00%",0738,1894,740,-1767,1062,"6,18%","0,79%",111,"11,94%","-4,20%",000,"213.406.000,00",77,"12,48%"
53,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
54,ASTA4,2583,-3079,100,652,"0,00%",0446,257,1990,-330,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",85,"-4,73%"
55,BRTP4,1600,-3013,110,523,"0,00%",0307,402,270,-108,422,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",91,"3,66%"
56,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
57,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,249,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",45,"-1,58%"
58,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
59,IMBI3,188,-2507,-380,116395,"0,00%",0555,-310,-2984,-44,-3560,"-390,09%","-464,19%",7,"-1,92%","15,16%","13.536,50","-29.661.000,00",-75,"4,72%"
60,TMAR3,5410,-2170,137,433,"6,06%",0214,1132,303,-47,871,"14,31%","-3,71%",107,"8,43%","-6,31%","390.263,00","9.428.610.000,00",319,"13,34%"
61,MPXE3,2320,-2152,166,49620,"1,53%",0752,398,-2014,-606,-1957,"-246,36%","-243,71%",184,"-6,18%","-7,73%","12.684.800,00","1.907.360.000,00",81,"688,54%"
62,TMAR5,5104,-2047,129,409,"7,06%",0201,1068,285,-44,854,"14,31%","-3,71%",107,"8,43%","-6,31%","6.829.460,00","9.428.610.000,00",319,"13,34%"
63,SPRI6,500,-2038,068,33707,"0,00%",0398,-4812,-375,-749,-438,"-898,51%","-434,06%",97,"-12,00%","-3,34%",50000,"92.881.000,00",17,"-51,76%"
64,DUQE3,2851,-1980,088,870,"0,00%",0558,-799,7162,334,9506,"1,22%","-4,40%",66,"0,83%","-4,43%",000,"91.543.000,00",31,"1,24%"
65,CRBM7,6000,-1930,218,999,"0,00%",0782,199,-1030,166,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",45,"-1,58%"
66,MMXM3,1327,-1891,-1447,11191,"0,00%",2368,-540,-1310,-234,-1816,"-85,42%","-71,67%",31,"-19,25%","76,51%","52.389.800,00","-279.883.000,00",-568,"238,22%"
67,IMBI4,140,-1867,-283,86677,"0,00%",0414,-231,-2222,-33,-2799,"-390,09%","-464,19%",7,"-1,92%","15,16%","630.670,00","-29.661.000,00",-75,"4,72%"
68,TDBH4,066,-1863,128,906,"0,00%",0811,-615,873,-566,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",27,"35,74%"
69,INPR3,319,-1847,115,1504,"0,00%",0494,204,-1393,-1022,-1934,"-10,79%","-8,14%",186,"-3,82%","-6,23%","7.974.680,00","791.468.000,00",58,"57,70%"
70,TMAR6,4555,-1827,115,365,"0,00%",0180,953,255,-39,823,"14,31%","-3,71%",107,"8,43%","-6,31%",000,"9.428.610.000,00",319,"13,34%"
71,DUQE4,2500,-1736,077,763,"0,00%",0489,-700,6280,293,8625,"1,22%","-4,40%",66,"0,83%","-4,43%","18.178,60","91.543.000,00",31,"1,24%"
72,SPRI3,408,-1663,056,27505,"0,00%",0325,-3927,-306,-612,-369,"-898,51%","-434,06%",97,"-12,00%","-3,34%","13.708,20","92.881.000,00",17,"-51,76%"
73,SPRI5,405,-1651,055,27303,"13,80%",0323,-3898,-304,-607,-367,"-898,51%","-434,06%",97,"-12,00%","-3,34%",38250,"92.881.000,00",17,"-51,76%"
74,TDBH3,056,-1581,108,769,"0,00%",0688,-522,740,-480,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",27,"35,74%"
75,MWET3,2000,-1451,-671,670,"0,00%",0721,1487,3362,-93,4654,"1,99%","-4,62%",117,"2,46%","46,26%","7.745,00","-15.331.000,00",-301,"0,78%"
76,LECO4,146,-1348,200,637,"0,00%",0924,-1684,-2969,-316,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",20,"3,58%"
77,HOOT4,140,-1307,-408,2554,"0,00%",0632,-200,-13197,-58,-13822,"-1,94%","-19,54%",17,"-0,50%","31,23%","6.585.560,00","-63.022.000,00",-20,"0,65%"
78,FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-46,"2,13%"
79,GLOB4,3049,-1202,590,911,"0,00%",1556,-4405,-6018,-1001,-6060,"-1,51%","-7,58%",94,"-4,76%","-49,13%",000,"642.358.000,00",17,"9,06%"
80,CPNY3,235,-1133,075,401,"0,00%",0163,31,280,235,884,"14,35%","-3,54%",264,"6,20%","-6,65%",000,"224.537.000,00",182,"51,58%"
81,MWET4,1549,-1124,-520,519,"0,00%",0558,1152,2604,-72,3896,"1,99%","-4,62%",117,"2,46%","46,26%","41.571,80","-15.331.000,00",-301,"0,78%"
82,ECOD3,119,-975,206,2471,"0,00%",1571,426,4094,697,3917,"6,03%","-25,34%",498,"4,90%","-21,08%","48.470.900,00","419.778.000,00",16,"76,91%"
83,MEDI3,1521,-975,249,505,"0,00%",1101,-1338,-1322,-442,-1076,"-3,82%","-5,18%",79,"-12,64%","-25,56%","176.331,00","425.532.000,00",2,"23,65%"
84,LFFE4,180,-860,1114,168,"0,00%",0074,1185,108,-16,706,"15,46%","-0,93%",102,"8,15%","-129,61%","5.908,57","87.838.000,00",7819,"29,10%"
85,RNAR3,112,-842,143,2543,"0,00%",0722,-2810,-2298,280,-2964,"-11,07%","-30,19%",93,"-3,96%","-16,92%","382.826,00","62.870.000,00",57,"4,37%"
86,LFFE3,176,-841,1090,164,"0,00%",0073,1158,106,-16,704,"15,46%","-0,93%",102,"8,15%","-129,61%","1.880,00","87.838.000,00",7819,"29,10%"
87,NORD3,550,-821,-100,0,"0,00%",1332,0,-2206,0,-3843,"0,00%","0,00%",0,"0,00%","12,13%",000,"-36.561.000,00",0,"0,00%"
88,BRTO3,1546,-816,084,857,"0,00%",0410,799,434,-156,570,"19,73%","-10,49%",126,"11,02%","-10,30%","1.931.900,00","11.094.900.000,00",42,"2,36%"
89,SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",0,"-10,37%"
90,GPIV11,854,-790,103,-4947,"0,00%",0339,185,-382,2818,-268,"129,53%","94,78%",1475,"-11,03%","-13,06%","2.201.520,00","1.293.700.000,00",28,"144,44%"
91,RCSL4,462,-789,-160,2246,"0,00%",0858,-483,-3164,-79,-3504,"-7,10%","-28,67%",72,"-3,07%","20,25%","71.303,80","-37.066.000,00",-22,"57,54%"
92,GPCP3,118,-779,130,246,"0,00%",0207,-69,665,-42,2192,"3,70%","-1,76%",51,"3,75%","-16,62%","378.455,00","95.100.000,00",333,"-1,91%"
93,ESTR3,1200,-687,-181,2262,"0,00%",1620,-207,3638,-115,4429,"6,22%","-32,94%",38,"5,56%","26,38%","100.917,00","-107.122.000,00",-40,"15,40%"
94,BIOM4,355,-633,-437,-267624,"0,00%",8415,-425,-912,-291,-1079,"2.934,35%","4.227,39%",1,"-105,27%","69,01%","73.718,40","-14.090.000,00",-80,"-52,41%"
95,BRTO4,1145,-604,062,635,"0,00%",0303,591,322,-115,458,"19,73%","-10,49%",126,"11,02%","-10,30%","12.606.500,00","11.094.900.000,00",42,"2,36%"
96,TOYB4,010,-563,3097,2307,"0,00%",3649,1864,-529,-2815,-552,"-43,62%","-42,17%",135,"-85,45%","-550,06%","1.515.880,00","3.348.000,00",215,"-2,98%"
97,TOYB3,010,-563,3097,2307,"0,00%",3649,1864,-529,-2815,-552,"-43,62%","-42,17%",135,"-85,45%","-550,06%","707.992,00","3.348.000,00",215,"-2,98%"
98,BIOM3,311,-555,-383,-234453,"0,00%",7372,-373,-799,-255,-966,"2.934,35%","4.227,39%",1,"-105,27%","69,01%",000,"-14.090.000,00",-80,"-52,41%"
99,GLOB3,1301,-513,252,389,"0,24%",0664,-1880,-2568,-427,-2610,"-1,51%","-7,58%",94,"-4,76%","-49,13%","59.515,50","642.358.000,00",17,"9,06%"
100,TLCP3,4800,-502,176,824,"0,00%",0533,-276,-2661,-133,-4386,"-3,10%","-16,40%",61,"-2,52%","-35,04%",000,"262.979.000,00",121,"9,09%"
101,ABYA3,491,-499,172,2952,"0,00%",0534,728,-561,-141,-929,"-52,64%","-59,39%",131,"-9,97%","-34,47%","5.783.890,00","299.602.000,00",123,"-41,69%"
102,CGOS3,2620,-485,189,509,"0,00%",0167,-83,-25660,-25,-57029,"-0,20%","-10,48%",54,"-0,08%","-39,02%",000,"453.387.000,00",248,"8,97%"
103,BTTL4,118,-443,8880,232,"0,00%",0305,721,-1367,-63,-4150,"-1,70%","-5,22%",109,"-2,95%","-2.004,22%","365.355,00","1.989.000,00",22614,"11,29%"
104,TEMP3,331,-390,172,723,"0,00%",1028,203,1030,270,644,"7,02%","-18,54%",285,"17,72%","-44,10%","1.907.350,00","314.454.000,00",0,"11,15%"
105,RSUL4,9848,-382,-288,600,"0,00%",0525,-214,926,-69,2324,"6,48%","-15,72%",56,"6,19%","75,40%",000,"-19.958.000,00",-439,"9,47%"
106,CORR4,20000,-380,-452,4217,"0,00%",0454,1090,-570,-45,-570,"-73,95%","-110,84%",197,"-8,05%","118,73%","15.578,00","-1.025.000,00",0,"3,87%"
