,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
46,FBRA4,3458,-3957,166,0457,"0,00%",0738,1894,740,-443,1062,1062,"6,18%","-1,15%",111,"11,94%","-4,20%",000,"213.406.000,00",077,"12,48%"
47,BRTP4,2081,-3919,143,0681,"0,00%",0399,523,351,-140,503,503,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
48,MSPA4,5150,-3814,037,2529,"0,85%",0227,373,-1606,-080,-1584,-5039,"-15,75%","-6,63%",285,"-1,49%","-0,96%",000,"899.497.000,00",005,"-21,17%"
49,MSPA3,5000,-3703,036,2456,"0,80%",0221,362,-1559,-077,-1537,-4891,"-15,75%","-6,63%",285,"-1,49%","-0,96%",000,"899.497.000,00",005,"-21,17%"
50,TELB3,7980,-3580,11628,87057,"0,00%",1135,3044,-9150,-127,-9615,16835,"-95,15%","-243,21%",162,"-1,30%","-324,83%","40.262,00","34.044.000,00",808,"3,21%"
51,ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
52,VALE3,4431,-3510,145,1575,"3,19%",0633,1816,372,-163,420,341,"42,30%","-5,85%",123,"19,44%","-4,13%","1.224.710.000,00","161.480.000.000,00",037,"15,69%"
53,IMBI4,350,-3243,196,"1.857,600","0,00%",0362,-154,-6785,-026,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
54,PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
55,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
56,BAHI3,9450,-3113,393,4419,"0,00%",1133,495,-2262,-384,-1630,-1847,"-19,53%","-15,83%",234,"-8,01%","-12,64%","84.820,90","53.301.000,00",018,"34,48%"
57,ASTA4,2583,-3079,100,0652,"0,00%",0446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
58,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
59,RCSL4,185,-2942,-212,7516,"0,00%",3373,-960,96077,-153,96059,30621,"0,78%","-25,58%",53,"0,37%","7,22%","6.390.510,00","-66.069.000,00",-000,"359,60%"
60,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
61,MGEL3,2500,-2873,-038,0272,"0,00%",0382,104,337,-027,1783,1212,"8,06%","-2,04%",268,"14,40%","1,32%",000,"-381.306.000,00",-176,"4,49%"
62,BAHI4,8600,-2833,358,4021,"0,00%",1032,451,-2059,-350,-1426,-1616,"-19,53%","-15,83%",234,"-8,01%","-12,64%",000,"53.301.000,00",018,"34,48%"
63,BBTG12,315,-2804,"5.782,31",0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-20.621,70%",000,"46.000,00",000,"0,00%"
64,DTCY3,600,-2681,-5299,3649,"0,00%",1537,-510,3668,-181,3980,1735,"9,95%","-13,61%",37,"4,87%","197,62%","18.690,00","-882.000,00",-562,"2,58%"
65,VALE5,3336,-2642,109,1186,"0,00%",0477,1367,280,-123,328,266,"42,30%","-5,85%",123,"19,44%","-4,13%",000,"161.480.000.000,00",037,"15,69%"
66,PRGA4,7500,-2622,852,2087,"0,00%",1406,1803,3081,-322,3812,1911,"6,78%","-8,05%",125,"6,59%","-32,50%",000,"7.149.920.000,00",295,"-0,04%"
67,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
68,TESA3,1800,-2531,040,0365,"0,00%",0156,-1819,1180,-046,3916,1572,"3,09%","-1,44%",97,"1,42%","-1,60%","797.064,00","962.097.000,00",096,"5,84%"
69,EMBR3,1696,-2382,081,0988,"0,00%",0273,130,2615,172,1964,732,"3,78%","-3,95%",135,"1,18%","-3,42%","57.536.100,00","15.429.000.000,00",006,"-8,42%"
70,TAMM4,5273,-2274,380,0626,"0,00%",0524,-3111,977,-096,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
71,TAMM3,5260,-2268,379,0625,"0,00%",0523,-3104,974,-096,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
72,BAHI5,6500,-2141,271,3039,"0,00%",0780,341,-1556,-264,-924,-1046,"-19,53%","-15,83%",234,"-8,01%","-12,64%",000,"53.301.000,00",018,"34,48%"
73,VVAR3,1381,-2092,1218,0704,"0,00%",0823,-452,1565,-188,1931,1211,"4,50%","-3,36%",73,"7,72%","-58,21%","619.913.000,00","1.474.000.000,00",380,"8,70%"
74,CRBM7,6000,-1930,218,0999,"0,00%",0782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
75,WMBY3,2539,-1930,287,0836,"0,00%",0182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
76,BTTL3,691,-1890,2125,0233,"0,00%",0866,2042,1103,-164,1259,1050,"2,11%","-1,23%",111,"10,35%","-112,46%","100.993,00","4.832.000,00",453,"-5,93%"
77,TDBH4,066,-1863,128,0906,"0,00%",0811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
78,TANC4,4300,-1854,310,0511,"0,00%",0428,-2537,796,-078,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
79,HBOR3,340,-1852,306,1843,"0,00%",0527,132,-6319,-1155,-10270,-12955,"-2,92%","-3,52%",228,"-0,92%","-16,53%","36.063.700,00","743.035.000,00",237,"-13,47%"
80,SUZB3,3814,-1843,289,1996,"1,17%",0530,701,2370,-085,4848,1601,"8,42%","-10,82%",165,"2,54%","-15,68%","243.867.000,00","17.972.600.000,00",354,"24,30%"
81,CCIM3,552,-1644,094,0498,"0,00%",0198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
82,MNDL3,3300,-1636,-058,0170,"0,00%",0080,-012,270,-009,873,605,"6,28%","-1,04%",27,"3,12%","3,52%","23.529,60","-142.268.000,00",-130,"3,95%"
83,TDBH3,056,-1581,108,0769,"0,00%",0688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
84,BIOM3,1360,-1496,1271,173236,"0,00%",2922,2466,-2057,-588,-2311,-2464,"-842,01%","-1.157,92%",177,"-19,41%","-84,95%","690.581,00","65.021.000,00",239,"918,31%"
85,BAHI11,4370,-1440,182,2043,"0,00%",0524,229,-1046,-178,-414,-469,"-19,53%","-15,83%",234,"-8,01%","-12,64%",000,"53.301.000,00",018,"34,48%"
86,TCNO3,268,-1418,1185,17531,"0,00%",0077,000,-259,000,-742,-865,"-676,98%","-123,62%",0,"0,00%","-83,57%","639.400,00","1.497.000,00",000,"-68,21%"
87,LECO4,146,-1348,200,0637,"0,00%",0924,-1684,-2969,-316,-3269,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",020,"3,58%"
88,SEDU3,2380,-1336,1500,3443,"0,00%",1531,5790,-2247,-267,-2868,-6964,"-15,33%","-25,73%",109,"-8,15%","-112,29%",000,"415.869.000,00",467,"10,87%"
89,AHEB6,8000,-1321,3700,5579,"0,00%",2436,-2621,-1309,-288,-1292,-1749,"-42,61%","-42,24%",49,"-20,34%","-280,11%",000,"16.266.000,00",000,"-15,81%"
90,IGUA3,815,-1252,-144,0568,"0,00%",0564,-065,822,-060,1480,580,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
91,FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-046,"2,13%"
92,IGUA6,807,-1240,-143,0562,"0,00%",0558,-064,814,-059,1472,577,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
93,IGUA5,798,-1226,-141,0556,"0,00%",0552,-064,804,-059,1463,573,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
94,PRVI3,1054,-1174,161,0919,"0,00%",0565,-25086,971,-148,987,639,"9,46%","-7,83%",99,"6,15%","-13,71%",000,"525.170.000,00",010,"16,19%"
95,MGEL4,1000,-1149,-015,0109,"0,00%",0153,041,135,-011,1581,1075,"8,06%","-2,04%",268,"14,40%","1,32%","357.490,00","-381.306.000,00",-176,"4,49%"
96,RANI4,668,-1148,372,1165,"0,34%",0690,1377,1066,-130,1804,1018,"10,94%","-10,15%",122,"7,18%","-32,42%","267.370,00","299.193.000,00",285,"6,64%"
97,CPNY3,235,-1100,042,0232,"0,00%",0054,020,121,-013,421,421,"19,13%","-2,11%",226,"5,48%","-3,86%",000,"398.830.000,00",233,"20,10%"
98,TELB4,2449,-1099,3568,26717,"0,00%",0348,934,-2808,-039,-3273,5731,"-95,15%","-243,21%",162,"-1,30%","-324,83%","384.347,00","34.044.000,00",808,"3,21%"
99,APTI4,"3.500,00",-1069,030,1194,"0,00%",0159,1145,-958,-052,-1546,3204,"-12,47%","-11,03%",109,"-1,75%","-2,81%",000,"221.278.000,00",027,"-9,61%"
100,SUZB5,2113,-1021,160,1106,"0,00%",0294,388,1313,-047,3791,1252,"8,42%","-10,82%",165,"2,54%","-15,68%",000,"17.972.600.000,00",354,"24,30%"
101,MDNE3,1688,-992,1245,4037,"0,00%",0769,-449,2118,-175,3783,3413,"19,06%","-41,42%",74,"3,76%","-125,58%","11.493.400,00","115.085.000,00",1004,"-41,44%"
102,BIOM4,868,-955,811,110565,"0,00%",1865,1574,-1313,-375,-1567,-1671,"-842,01%","-1.157,92%",177,"-19,41%","-84,95%",000,"65.021.000,00",239,"918,31%"
103,BRFS3,2704,-945,307,0753,"0,00%",0507,650,1111,-116,1842,923,"6,78%","-8,05%",125,"6,59%","-32,50%","182.187.000,00","7.149.920.000,00",295,"-0,04%"
104,BTTL4,330,-902,1015,0111,"0,00%",0414,975,527,-078,683,569,"2,11%","-1,23%",111,"10,35%","-112,46%",000,"4.832.000,00",453,"-5,93%"
105,TERI3,6428,-883,029,0107,"0,00%",0081,790,720,-026,3956,3956,"1,49%","-1,91%",103,"1,25%","-3,27%",000,"3.641.000.000,00",143,"7,94%"
106,SUZB6,1788,-864,135,0936,"0,00%",0249,329,1111,-040,3589,1186,"8,42%","-10,82%",165,"2,54%","-15,68%",000,"17.972.600.000,00",354,"24,30%"
107,SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",000,"-10,37%"
108,RANI3,460,-791,256,0803,"0,50%",0475,949,734,-089,1472,831,"10,94%","-10,15%",122,"7,18%","-32,42%","856.200,00","299.193.000,00",285,"6,64%"
109,TECN3,235,-789,044,0575,"0,00%",0235,074,-988,526,-1218,-759,"-5,82%","-7,29%",264,"-3,07%","-5,60%","1.507.970,00","417.917.000,00",030,"-6,76%"
110,CRDE3,4099,-786,063,3253,"0,00%",0549,233,-805,337,-586,-587,"-40,38%","-56,74%",561,"-8,23%","-7,97%","14.414,90","158.573.000,00",000,"-5,25%"
111,SZPQ4,664,-785,220,0855,"0,00%",0744,262,-2031,-317,-2277,-2277,"-4,21%","-10,89%",297,"-3,77%","-28,00%",000,"684.467.000,00",030,"-11,71%"
112,MEDI3,1155,-752,189,0374,"0,00%",0824,-1002,-911,-331,-661,-661,"-4,11%","-4,98%",79,"-12,30%","-25,13%",000,"426.164.000,00",002,"13,02%"
113,VVAR11,1458,-736,429,0248,"0,00%",0290,-159,551,-066,917,575,"4,50%","-3,36%",73,"7,72%","-58,21%",000,"1.474.000.000,00",380,"8,70%"
114,VVAR4,484,-733,427,0247,"0,00%",0289,-158,549,-066,915,574,"4,50%","-3,36%",73,"7,72%","-58,21%",000,"1.474.000.000,00",380,"8,70%"
115,TCNO4,134,-709,593,8766,"0,00%",0038,000,-129,000,-613,-714,"-676,98%","-123,62%",0,"0,00%","-83,57%","652.962,00","1.497.000,00",000,"-68,21%"
116,BOBR4,194,-699,-181,0452,"0,00%",0851,-238,722,-080,1132,833,"6,27%","-6,47%",54,"14,83%","25,85%","782.209,00","-279.734.000,00",-108,"-0,15%"
117,NORD3,438,-650,-021,23596,"0,00%",1762,-055,-3269,-019,-7463,-7463,"-72,17%","-363,14%",1,"-5,52%","3,18%","9.425,12","-140.228.000,00",-027,"71,88%"
118,BSEV3,494,-649,2262,0850,"0,00%",0491,2571,1389,-075,2942,511,"6,12%","-13,09%",106,"3,81%","-348,53%","2.766.380,00","222.826.000,00",2651,"-0,91%"
119,IGBR6,1900,-555,-028,55984,"0,00%",0893,-290,-2021,-021,-9840,-11674,"-277,07%","-1.009,59%",4,"-4,74%","4,97%",000,"-861.333.000,00",-107,"-18,95%"
120,IGBR5,1890,-552,-027,55689,"0,00%",0889,-288,-2010,-021,-9829,-11661,"-277,07%","-1.009,59%",4,"-4,74%","4,97%",000,"-861.333.000,00",-107,"-18,95%"
121,BUET3,2499,-546,-097,1961,"0,00%",0572,-067,-1313,-039,-2260,-3632,"-14,93%","-35,93%",11,"-5,95%","17,79%",000,"-124.674.000,00",-070,"4,55%"
122,TLCP3,4800,-502,176,0824,"0,00%",0533,-276,-2661,-133,-4386,-4386,"-3,10%","-16,40%",61,"-2,52%","-35,04%",000,"262.979.000,00",121,"9,09%"
123,AHEB3,3001,-495,1388,2093,"0,00%",0914,-983,-491,-108,-474,-641,"-42,61%","-42,24%",49,"-20,34%","-280,11%","1.537,15","16.266.000,00",000,"-15,81%"
124,LFFE4,389,-491,408,0000,"0,00%",3599,000,-2650,000,-2311,1090,"0,00%","0,00%",0,"0,00%","-83,10%",000,"51.892.000,00",000,"0,00%"
125,CGOS3,2620,-485,189,0509,"0,00%",0167,-083,-25660,-025,-57029,-57029,"-0,20%","-10,48%",54,"-0,08%","-39,02%",000,"453.387.000,00",248,"8,97%"
126,PINE4,364,-456,064,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-14,05%","2.080.380,00","841.055.000,00",000,"6,18%"
127,PRML3,1152,-441,198,18612,"0,00%",0581,2300,-3033,-093,-6315,"1.640,31","-61,36%","-424,99%",202,"-1,96%","-44,84%",000,"2.192.720.000,00",218,"32,85%"
128,TCSA3,150,-421,110,3454,"0,00%",0583,327,-2154,-1400,-2246,-2623,"-16,04%","-83,60%",172,"-3,33%","-26,24%","68.353.800,00","1.000.390.000,00",039,"-32,81%"
129,BUET4,1849,-404,-072,1451,"0,00%",0423,-050,-972,-029,-1918,-3083,"-14,93%","-35,93%",11,"-5,95%","17,79%",000,"-124.674.000,00",-070,"4,55%"
130,SUZA4,1390,-403,051,0108,"0,00%",0024,031,084,-004,2153,674,"12,91%","-11,40%",169,"3,28%","-12,73%",000,"4.687.300.000,00",1450,"21,37%"
131,PMET5,065,-395,-016,4518,"0,00%",30248,-022,8999,-016,50388,50388,"5,02%","-114,49%",1,"38,97%","4,10%",000,"-290.863.000,00",-074,"37,74%"
132,ETER4,985,-393,-13178,0607,"0,00%",0549,1471,-517,-094,-680,-998,"-11,73%","-15,45%",110,"-12,28%","3.355,33%",000,"-2.375.000,00",-4581,"-16,30%"
133,LFFE3,311,-392,326,0000,"0,00%",2877,000,-2118,000,-1780,839,"0,00%","0,00%",0,"0,00%","-83,10%",000,"51.892.000,00",000,"0,00%"
134,FBMC3,8000,-378,-092,3858,"0,00%",1384,-179,-285,-064,-331,-369,"-135,59%","-101,97%",31,"-64,70%","24,19%",000,"-63.552.000,00",-015,"-31,66%"
135,SHOW3,422,-367,102,0536,"1,40%",0452,150,-1584,3679,-1165,-4601,"-3,39%","-14,77%",213,"-5,25%","-27,78%","1.740.490,00","279.348.000,00",058,"0,57%"
136,BOBR3,100,-360,-093,0233,"0,00%",0439,-123,372,-041,783,576,"6,27%","-6,47%",54,"14,83%","25,85%",4878,"-279.734.000,00",-108,"-0,15%"
137,TLCP4,3411,-357,125,0586,"0,00%",0379,-196,-1891,-095,-3616,-3616,"-3,10%","-16,40%",61,"-2,52%","-35,04%",000,"262.979.000,00",121,"9,09%"
138,AHEB5,2102,-347,972,1466,"0,00%",0640,-689,-344,-076,-327,-442,"-42,61%","-42,24%",49,"-20,34%","-280,11%",45266,"16.266.000,00",000,"-15,81%"
139,CALI3,9818,-345,401,6013,"0,00%",1119,813,-177,-268,-176,-178,"-339,18%","-174,30%",183,"-64,78%","-116,14%",000,"9.116.000,00",000,"-44,11%"
140,BECE3,910,-342,872,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-255,20%",000,"96.496.000,00",000,"12,81%"
141,LUPA3,240,-340,070,0516,"0,00%",0119,049,-393,-028,-1374,-8527,"-13,11%","-19,63%",251,"-3,22%","-20,55%","2.498.400,00","84.636.000,00",190,"-17,01%"
142,BECE4,875,-329,838,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-255,20%",000,"96.496.000,00",000,"12,81%"
143,PNOR5,187,-290,055,0354,"0,00%",0205,070,852,-232,457,457,"4,15%","-11,74%",250,"3,61%","-18,84%",000,"158.071.000,00",042,"1,34%"
144,PNOR6,187,-290,055,0354,"0,00%",0205,070,852,-232,457,457,"4,15%","-11,74%",250,"3,61%","-18,84%",000,"158.071.000,00",042,"1,34%"
145,STRP4,021,-285,-043,0416,"0,00%",0111,-018,-045,-009,-115,-115,"-91,82%","-14,58%",13,"-25,49%","14,95%",000,"-12.498.000,00",-066,"-36,39%"
146,ADHM3,223,-271,-085,511075,"0,00%",69692,-095,-377,-084,-377,-385,"-13.548,50%","-18.860,60%",0,"521,70%","31,47%","565.602,00","-19.776.000,00",000,"43,48%"
147,LIXC3,175,-262,152,395995,"0,00%",0069,028,-421,384,-637,-668,"-9.413,21%","-14.386,80%",134,"-1,90%","-57,85%",000,"13.842.000,00",079,"-75,90%"
